	subject_id	predicate_id	object_id	subject	object	predicate
776	http://www.bioassayontology.org/bao#BAO_0010179	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0010173	UGT1A6 without BSA assay	UGT inhibition assay	subClassOf
777	http://www.bioassayontology.org/bao#BAO_0010178	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0010173	UGT1A6 with BSA assay	UGT inhibition assay	subClassOf
844	http://www.bioassayontology.org/bao#BAO_0002248	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002094	cheminformatics method	computational method	subClassOf
845	http://www.bioassayontology.org/bao#BAO_0002245	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002244	multiple sequence alignment	sequence alignment by type	subClassOf
846	http://www.bioassayontology.org/bao#BAO_0002246	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002244	pairwise sequence alignment	sequence alignment by type	subClassOf
847	http://www.bioassayontology.org/bao#BAO_0002247	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002246	JAligner sequence alignment	pairwise sequence alignment	subClassOf
848	http://www.bioassayontology.org/bao#BAO_0002244	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002231	sequence alignment by type	sequence alignment	subClassOf
849	http://www.bioassayontology.org/bao#BAO_0002241	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002240	ClustalW sequence alignment	Clustal sequence alignment	subClassOf
850	http://www.bioassayontology.org/bao#BAO_0002240	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002245	Clustal sequence alignment	multiple sequence alignment	subClassOf
851	http://www.bioassayontology.org/bao#BAO_0002240	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002239	Clustal sequence alignment	progressive system alignment	subClassOf
852	http://www.bioassayontology.org/bao#BAO_0002243	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002239	MAVID sequence alignment	progressive system alignment	subClassOf
853	http://www.bioassayontology.org/bao#BAO_0002242	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002240	ClustalX sequence alignment	Clustal sequence alignment	subClassOf
854	http://www.bioassayontology.org/bao#BAO_0002249	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002248	conformational search	cheminformatics method	subClassOf
867	http://www.bioassayontology.org/bao#BAO_0002778	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000015	cell permeability assay	bioassay	subClassOf
870	http://www.bioassayontology.org/bao#BAO_0002776	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002989	radioligand binding assay	binding assay	subClassOf
874	http://www.bioassayontology.org/bao#BAO_0002779	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000015	protein unfolding assay	bioassay	subClassOf
876	http://www.bioassayontology.org/bao#BAO_0002777	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002806	beta galactosidase enzyme activity assay	generic hydrolase enzyme activity assay	subClassOf
1039	http://www.bioassayontology.org/bao#BAO_0000431	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002750	percent control normalization	normalization based on control	subClassOf
1040	http://www.bioassayontology.org/bao#BAO_0000433	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002754	curve fit method	assay data processing method	subClassOf
1053	http://www.bioassayontology.org/bao#BAO_0002888	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000126	ion redistribution determination method	molecular redistribution determination method	subClassOf
1172	http://www.bioassayontology.org/bao#BAO_0002634	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002631	chemical denaturation	protein denaturation method	subClassOf
1174	http://www.bioassayontology.org/bao#BAO_0002633	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002631	heat denaturation	protein denaturation method	subClassOf
1175	http://www.bioassayontology.org/bao#BAO_0002631	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002632	protein denaturation method	protein modification method	subClassOf
1176	http://www.bioassayontology.org/bao#BAO_0002632	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002197	protein modification method	modification method	subClassOf
1179	http://www.bioassayontology.org/bao#BAO_0002635	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002197	RNA modification method	modification method	subClassOf
1188	http://www.bioassayontology.org/bao#BAO_0140038	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000248	LanthaScreen Tb-Ubiquitin Assay	assay kit	subClassOf
1189	http://www.bioassayontology.org/bao#BAO_0140032	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000248	Sensolyte 520 HCV Protease Assay Kit (AnaSpec)	assay kit	subClassOf
1190	http://www.bioassayontology.org/bao#BAO_0140034	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000248	FluoZin-2 AM fluorescent assay of zinc concentration	assay kit	subClassOf
1191	http://www.bioassayontology.org/bao#BAO_0140031	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000248	CDP-Star alkaline phosphatase assay system	assay kit	subClassOf
1192	http://www.bioassayontology.org/bao#BAO_0140035	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000248	Phospho-ERK1/2 (Thr202/Tyr204) Cellular Assay Kit (Cisbio)	assay kit	subClassOf
1193	http://www.bioassayontology.org/bao#BAO_0140030	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0140017	Caspase-Glo 6 Assay System (Promega)	Luciferase-based ('Glo') Assay System (Promega)	subClassOf
1194	http://www.bioassayontology.org/bao#BAO_0140033	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000248	EnzyChrom Aspartate Transaminase Assay Kit (BioAssay Systems)	assay kit	subClassOf
1195	http://www.bioassayontology.org/bao#BAO_0140037	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000248	insulin ELISA kit (Alpco)	assay kit	subClassOf
1196	http://www.bioassayontology.org/bao#BAO_0140036	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000248	IMAP Assay of phosphoproteins (Molecular Devices)	assay kit	subClassOf
1197	http://www.bioassayontology.org/bao#BAO_0140039	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000248	LanthaScreen Tb-Streptavidin Binding Assay	assay kit	subClassOf
1200	http://www.bioassayontology.org/bao#BAO_0040005	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0040002	image sharpening	image correction	subClassOf
1201	http://www.bioassayontology.org/bao#BAO_0040006	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0040002	image smoothing	image correction	subClassOf
1202	http://www.bioassayontology.org/bao#BAO_0040004	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0040002	image resize	image correction	subClassOf
1203	http://www.bioassayontology.org/bao#BAO_0040003	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0040002	background correction	image correction	subClassOf
1204	http://www.bioassayontology.org/bao#BAO_0040001	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002754	image analysis method	assay data processing method	subClassOf
1205	http://www.bioassayontology.org/bao#BAO_0040008	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0040007	edge detection	image segmentation	subClassOf
1206	http://www.bioassayontology.org/bao#BAO_0040002	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0040001	image correction	image analysis method	subClassOf
1207	http://www.bioassayontology.org/bao#BAO_0040007	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0040001	image segmentation	image analysis method	subClassOf
1208	http://www.bioassayontology.org/bao#BAO_0040009	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0040007	image thresholding	image segmentation	subClassOf
