	subject_id	predicate_id	object_id	subject	object	predicate
206	http://purl.obolibrary.org/obo/NCIT_C127104	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C173060	Worked in Place Where Other People Smoked Cigarettes Indoors Past 30 Days	Smoking Question	subClassOf
207	http://purl.obolibrary.org/obo/NCIT_C127104	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C173924	Worked in Place Where Other People Smoked Cigarettes Indoors Past 30 Days	Work Question	subClassOf
246	http://purl.obolibrary.org/obo/NCIT_C117236	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C1742	VEGF/HGF-targeting DARPin MP0250	Angiogenesis Inhibitor	subClassOf
247	http://purl.obolibrary.org/obo/NCIT_C117236	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C198860	VEGF/HGF-targeting DARPin MP0250	VEGF-targeting Agent	subClassOf
248	http://purl.obolibrary.org/obo/NCIT_C117236	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C129824	VEGF/HGF-targeting DARPin MP0250	Antineoplastic Protein Inhibitor	subClassOf
250	http://purl.obolibrary.org/obo/NCIT_C184329	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C74803	Dietary Vitamin Measurement	Vitamin Measurement	subClassOf
251	http://purl.obolibrary.org/obo/NCIT_C184329	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C184328	Dietary Vitamin Measurement	Dietary Component Measurement	subClassOf
267	http://purl.obolibrary.org/obo/NCIT_C62043	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C29705	Levobunolol	Anti-glaucoma Agent	subClassOf
268	http://purl.obolibrary.org/obo/NCIT_C62043	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C29576	Levobunolol	Beta-Adrenergic Antagonist	subClassOf
269	http://www.bioassayontology.org/bao#BAO_0000950	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C319	isoproterenol	Bronchodilator	subClassOf
271	http://purl.obolibrary.org/obo/NCIT_C62044	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C67413	Methadone	Opioid Receptor Agonist	subClassOf
272	http://purl.obolibrary.org/obo/NCIT_C62044	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C1506	Methadone	Opioid	subClassOf
280	http://purl.obolibrary.org/obo/NCIT_C148410	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C192741	Milciclib	Cyclin-Dependent Kinase 4 Inhibitor	subClassOf
281	http://purl.obolibrary.org/obo/NCIT_C148410	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C2185	Milciclib	Cyclin-Dependent Kinase Inhibitor	subClassOf
282	http://purl.obolibrary.org/obo/NCIT_C148410	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C155765	Milciclib	TRK Inhibitor	subClassOf
283	http://purl.obolibrary.org/obo/NCIT_C148410	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C200052	Milciclib	Cyclin-Dependent Kinase 2 Inhibitor	subClassOf
290	http://purl.obolibrary.org/obo/NCIT_C177280	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C177430	Asparaginase-based Agent	Agent Targeting Cancer Metabolism	subClassOf
291	http://purl.obolibrary.org/obo/NCIT_C177280	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C29726	Asparaginase-based Agent	Enzyme Replacement or Supplement Agent	subClassOf
292	http://purl.obolibrary.org/obo/NCIT_C158938	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C157106	Specify Other MET Mutation	Specify Other	subClassOf
293	http://purl.obolibrary.org/obo/NCIT_C158938	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C158845	Specify Other MET Mutation	Specify Identified Mutation	subClassOf
315	http://purl.obolibrary.org/obo/NCIT_C61779	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C29709	Guanfacine	Alpha-Adrenergic Agonist	subClassOf
316	http://purl.obolibrary.org/obo/NCIT_C61779	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C270	Guanfacine	Antihypertensive Agent	subClassOf
319	http://purl.obolibrary.org/obo/NCIT_C61770	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C281	Fomivirsen Sodium	Antiviral Agent	subClassOf
320	http://purl.obolibrary.org/obo/NCIT_C61770	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C1291	Fomivirsen Sodium	Antisense Oligonucleotides	subClassOf
332	http://purl.obolibrary.org/obo/NCIT_C165774	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C201174	Anti-CD19-CAR-CD28/CD20-CAR-4-1BB-expressing Autologous T-lymphocytes Hu1928-Hu20BB	Anti-CD20 CAR T Cells Preparation	subClassOf
333	http://purl.obolibrary.org/obo/NCIT_C165774	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C176018	Anti-CD19-CAR-CD28/CD20-CAR-4-1BB-expressing Autologous T-lymphocytes Hu1928-Hu20BB	Anti-CD19 CAR T Cells Preparation	subClassOf
334	http://purl.obolibrary.org/obo/NCIT_C165774	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C200766	Anti-CD19-CAR-CD28/CD20-CAR-4-1BB-expressing Autologous T-lymphocytes Hu1928-Hu20BB	Autologous CAR-T Cells	subClassOf
336	http://purl.obolibrary.org/obo/NCIT_C165691	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C173145	Doctor Helped Me Understand All Information	Question About Doctor or Medical Team	subClassOf
337	http://purl.obolibrary.org/obo/NCIT_C165691	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C176537	Doctor Helped Me Understand All Information	Information Question	subClassOf
338	http://purl.obolibrary.org/obo/NCIT_C118284	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C129822	Zilovertamab	Antineoplastic Antibody	subClassOf
339	http://purl.obolibrary.org/obo/NCIT_C118284	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C199675	Zilovertamab	ROR1-targeting Agent	subClassOf
340	http://purl.obolibrary.org/obo/NCIT_C118284	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C20401	Zilovertamab	Monoclonal Antibody	subClassOf
342	http://purl.obolibrary.org/obo/NCIT_C180666	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C15292	Palliative Chemotherapy	Palliative Therapy	subClassOf
343	http://purl.obolibrary.org/obo/NCIT_C180666	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C15632	Palliative Chemotherapy	Chemotherapy	subClassOf
357	http://purl.obolibrary.org/obo/NCIT_C125280	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C173936	How Often Diarrhea	Diarrhea Question	subClassOf
358	http://purl.obolibrary.org/obo/NCIT_C125280	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C118873	How Often Diarrhea	How Often	subClassOf
366	http://purl.obolibrary.org/obo/NCIT_C125160	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C173695	Have to Limit Physical Activity Because of Condition	Limit or Limitation Question	subClassOf
367	http://purl.obolibrary.org/obo/NCIT_C125160	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C173458	Have to Limit Physical Activity Because of Condition	Play or Do Physical Activity Question	subClassOf
369	http://purl.obolibrary.org/obo/NCIT_C181381	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C147275	Cross-Reactive Binding Antidrug Antibody IgG/IgM Measurement	Cross-Reactive Binding Antidrug Antibody Measurement	subClassOf
370	http://purl.obolibrary.org/obo/NCIT_C181381	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C178941	Cross-Reactive Binding Antidrug Antibody IgG/IgM Measurement	Immunoglobulin G and Immunoglobulin M Measurement	subClassOf
375	http://purl.obolibrary.org/obo/NCIT_C198248	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C64823	Non-Classical Monocyte to Monocyte Ratio Measurement	Monocyte Count	subClassOf
376	http://purl.obolibrary.org/obo/NCIT_C198248	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C67208	Non-Classical Monocyte to Monocyte Ratio Measurement	Blood Cell Count Ratio Measurement	subClassOf
380	http://purl.obolibrary.org/obo/NCIT_C148599	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C173145	I am Confident This Doctor Will Act as My Advocate	Question About Doctor or Medical Team	subClassOf
381	http://purl.obolibrary.org/obo/NCIT_C148599	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C173086	I am Confident This Doctor Will Act as My Advocate	Confidence Question	subClassOf
389	http://purl.obolibrary.org/obo/NCIT_C80365	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C62662	Thrombin Time	Coagulation Study	subClassOf
390	http://purl.obolibrary.org/obo/NCIT_C80365	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C92745	Thrombin Time	Blood Protein Measurement	subClassOf
391	http://purl.obolibrary.org/obo/OBI_0000536	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C16742	fraction collector	Instrumentation	subClassOf
396	http://purl.obolibrary.org/obo/NCIT_C201541	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C15751	Whole-Ventricular Radiation Therapy	External Beam Radiation Therapy	subClassOf
397	http://purl.obolibrary.org/obo/NCIT_C201541	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C193375	Whole-Ventricular Radiation Therapy	Brain Irradiation	subClassOf
408	http://purl.obolibrary.org/obo/NCIT_C123381	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C1663	Mimotope-P10s-PADRE Peptide Vaccine	Antineoplastic Vaccine	subClassOf
409	http://purl.obolibrary.org/obo/NCIT_C123381	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C1752	Mimotope-P10s-PADRE Peptide Vaccine	Peptide Vaccine	subClassOf
412	http://purl.obolibrary.org/obo/NCIT_C189549	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C135409	Human Herpesvirus 7 DNA Measurement	Deoxyribonucleic Acid Measurement	subClassOf
413	http://purl.obolibrary.org/obo/NCIT_C189549	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C49188	Human Herpesvirus 7 DNA Measurement	Microbiology Test	subClassOf
427	http://purl.obolibrary.org/obo/NCIT_C203677	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C481	ER-targeting Agent	Antiestrogen	subClassOf
428	http://purl.obolibrary.org/obo/NCIT_C203677	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C163758	ER-targeting Agent	Targeted Therapy Agent	subClassOf
434	http://purl.obolibrary.org/obo/NCIT_C199585	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C129820	METTL-3 Inhibitor STC-15	Antineoplastic Immunomodulating Agent	subClassOf
435	http://purl.obolibrary.org/obo/NCIT_C199585	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C129825	METTL-3 Inhibitor STC-15	Antineoplastic Enzyme Inhibitor	subClassOf
436	http://purl.obolibrary.org/obo/NCIT_C199017	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C28681	Suvutresgene Autoleucel	Therapeutic Autologous Lymphocytes	subClassOf
437	http://purl.obolibrary.org/obo/NCIT_C199017	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C129826	Suvutresgene Autoleucel	Antineoplastic Immune Cell	subClassOf
438	http://purl.obolibrary.org/obo/NCIT_C199017	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C138180	Suvutresgene Autoleucel	T-cell Receptor-engineered T-cells	subClassOf
441	http://purl.obolibrary.org/obo/NCIT_C156796	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C16171	Prior Systemic Chemotherapy for Current Cancer	Prior Chemotherapy	subClassOf
