	subject_id	predicate_id	object_id	subject	object	predicate
606	http://purl.obolibrary.org/obo/NCIT_C118849	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C17369	Radiologic Imaging Procedure	Imaging Technique	subClassOf
610	http://purl.obolibrary.org/obo/NCIT_C111096	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C64546	Colorimetry	Color Assessment	subClassOf
627	http://purl.obolibrary.org/obo/NCIT_C199440	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C199433	Anti-B7-H4 Antibody-drug Conjugate	B7-H4-targeting Agent	subClassOf
628	http://purl.obolibrary.org/obo/NCIT_C199440	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C129823	Anti-B7-H4 Antibody-drug Conjugate	Antineoplastic Antibody-Drug Conjugate	subClassOf
645	http://purl.obolibrary.org/obo/NCIT_C126850	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C126834	GAIA Preeclampsia Level of Diagnostic Certainty	GAIA Obstetric Case Definitions	subClassOf
646	http://purl.obolibrary.org/obo/NCIT_C1937	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0001879	Diagnostic Reagent	reagent	subClassOf
676	http://purl.obolibrary.org/obo/NCIT_C165275	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C201130	Lymphodepletion Therapy	Cell-depleting Therapy	subClassOf
685	http://purl.obolibrary.org/obo/NCIT_C91840	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C15268	Transoral Laser Microsurgery	Laser Surgery	subClassOf
686	http://purl.obolibrary.org/obo/NCIT_C91841	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C15334	Urinary Diversion	Urologic Surgical Procedure	subClassOf
708	http://purl.obolibrary.org/obo/NCIT_C130177	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C101293	Next Generation Targeted Sequencing	Next Generation Sequencing	subClassOf
711	http://purl.obolibrary.org/obo/NCIT_C201306	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C74717	Rheumatoid Factor Autoantibody Measurement	Rheumatoid Factor Measurement	subClassOf
712	http://purl.obolibrary.org/obo/NCIT_C201306	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C181397	Rheumatoid Factor Autoantibody Measurement	Autoantibody Measurement	subClassOf
720	http://purl.obolibrary.org/obo/NCIT_C50243	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C49755	Valve Device	Device Component or Accessory	subClassOf
727	http://purl.obolibrary.org/obo/NCIT_C111736	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C173160	Feel Isolated From Others	Feelings Question	subClassOf
728	http://purl.obolibrary.org/obo/NCIT_C29696	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C78281	Muscle Relaxant	Agent Affecting Musculoskeletal System	subClassOf
729	http://purl.obolibrary.org/obo/NCIT_C29697	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C78276	Laxative	Agent Affecting Digestive System or Metabolism	subClassOf
730	http://purl.obolibrary.org/obo/NCIT_C29699	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C29697	Stool Softener	Laxative	subClassOf
733	http://purl.obolibrary.org/obo/NCIT_C165770	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C25320	Master Protocol	Clinical Study Protocol	subClassOf
751	http://purl.obolibrary.org/obo/NCIT_C17230	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C17369	Ultrasound Imaging	Imaging Technique	subClassOf
754	http://purl.obolibrary.org/obo/NCIT_C203471	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C70694	TRICARE Prime	Managed Healthcare Plan	subClassOf
755	http://purl.obolibrary.org/obo/NCIT_C203471	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C157361	TRICARE Prime	Tricare	subClassOf
760	http://purl.obolibrary.org/obo/NCIT_C130090	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C182150	Timothy Grass Pollen IgG Measurement	Allergen-induced Antibody Measurement	subClassOf
761	http://purl.obolibrary.org/obo/NCIT_C130090	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C81971	Timothy Grass Pollen IgG Measurement	Immunoglobulin G Measurement	subClassOf
766	http://purl.obolibrary.org/obo/NCIT_C173935	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C173219	Tired Question	Physical Feelings Question	subClassOf
772	http://purl.obolibrary.org/obo/NCIT_C147438	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C81869	Thyroid Stimulating Immunoglobulin Measurement	Immunoglobulin Measurement	subClassOf
831	http://purl.obolibrary.org/obo/NCIT_C19646	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C19645	Shotgun Sequencing	Large-Scale Sequencing	subClassOf
832	http://purl.obolibrary.org/obo/NCIT_C19645	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C18881	Large-Scale Sequencing	Nucleic Acid Sequencing	subClassOf
842	http://purl.obolibrary.org/obo/NCIT_C15600	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C70820	Phase I Trial	Clinical Study by Phase	subClassOf
843	http://purl.obolibrary.org/obo/NCIT_C15605	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C15824	Nutrition, Trace Elements	Nutrition, Dietary Components	subClassOf
846	http://purl.obolibrary.org/obo/NCIT_C15604	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C15669	Chemoprevention	Cancer Prevention	subClassOf
847	http://purl.obolibrary.org/obo/NCIT_C15602	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C70820	Phase III Trial	Clinical Study by Phase	subClassOf
848	http://purl.obolibrary.org/obo/NCIT_C15609	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C49165	Anastomosis	Surgical Procedure by Method	subClassOf
849	http://purl.obolibrary.org/obo/NCIT_C15607	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C15220	Clinical Diagnosis	Diagnosis	subClassOf
850	http://purl.obolibrary.org/obo/NCIT_C15608	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C16205	Staging	Healthcare Activity	subClassOf
853	http://purl.obolibrary.org/obo/NCIT_C15601	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C70820	Phase II Trial	Clinical Study by Phase	subClassOf
856	http://purl.obolibrary.org/obo/NCIT_C47868	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C49237	Blood Chemistry Measurement	Chemistry Test	subClassOf
879	http://purl.obolibrary.org/obo/NCIT_C179169	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C94374	Near Infrared Spectroscopy	Optical Spectroscopy	subClassOf
880	http://purl.obolibrary.org/obo/NCIT_C198325	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C187857	Influenza A Nucleic Acid Measurement	Influenza A Virus Measurement	subClassOf
894	http://purl.obolibrary.org/obo/NCIT_C185909	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C181186	Cytotoxic Alpha-Beta T-Lymphocyte Count	Cytotoxic T-Lymphocyte Count	subClassOf
895	http://purl.obolibrary.org/obo/NCIT_C185909	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C185979	Cytotoxic Alpha-Beta T-Lymphocyte Count	Alpha-Beta T-Lymphocyte Count	subClassOf
897	http://purl.obolibrary.org/obo/NCIT_C150803	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C91102	NCCN-FACT FBRSI-24 Version 2 Questionnaire Question	Clinical or Research Assessment Question	subClassOf
899	http://purl.obolibrary.org/obo/NCIT_C199801	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C67208	Gut-Homing Helper Terminal Memory T-Lymphocyte to Helper T-Lymphocyte Ratio Measurement	Blood Cell Count Ratio Measurement	subClassOf
953	http://purl.obolibrary.org/obo/NCIT_C126205	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C173135	Walking 2 miles	Walking Question	subClassOf
967	http://purl.obolibrary.org/obo/NCIT_C147920	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C242	Selective Androgen Receptor Modulator	Anti-Androgen	subClassOf
968	http://purl.obolibrary.org/obo/NCIT_C147920	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C243	Selective Androgen Receptor Modulator	Therapeutic Androgen	subClassOf
992	http://purl.obolibrary.org/obo/NCIT_C187848	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C49188	Enterococcus Measurement	Microbiology Test	subClassOf
1021	http://purl.obolibrary.org/obo/NCIT_C185904	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C184425	Myeloid-Derived Suppressor Cell Count	Myeloid Cell Count	subClassOf
1041	http://purl.obolibrary.org/obo/NCIT_C174229	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C74779	Renal Epithelial Casts Measurement	Epithelial-Cast Measurement	subClassOf
1051	http://purl.obolibrary.org/obo/NCIT_C119270	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C74957	Base Excess Measurement	Mixed Category Laboratory Procedure	subClassOf
1052	http://purl.obolibrary.org/obo/NCIT_C172921	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C20993	Upset Likert Scale	Research or Clinical Assessment Tool	subClassOf
1063	http://purl.obolibrary.org/obo/NCIT_C17241	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C49237	Urinalysis	Chemistry Test	subClassOf
1081	http://purl.obolibrary.org/obo/NCIT_C127940	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C126851	GAIA Premature Preterm Rupture of Membranes Levels of Diagnostic Certainty	GAIA Pathways to Preterm Birth Level of Diagnostic Certainty	subClassOf
1083	http://purl.obolibrary.org/obo/NCIT_C165713	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C20993	Achenbach System of Empirically Based Assessment-Adult Self-Report and Adult Behavior Checklist	Research or Clinical Assessment Tool	subClassOf
1098	http://purl.obolibrary.org/obo/NCIT_C185913	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C181186	Effector Memory Cytotoxic T-Lymphocyte Count	Cytotoxic T-Lymphocyte Count	subClassOf
1099	http://purl.obolibrary.org/obo/NCIT_C185913	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C185908	Effector Memory Cytotoxic T-Lymphocyte Count	Effector Memory T-Lymphocyte Count	subClassOf
1113	http://purl.obolibrary.org/obo/NCIT_C1742	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C274	Angiogenesis Inhibitor	Antineoplastic Agent	subClassOf
1117	http://purl.obolibrary.org/obo/NCIT_C17423	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C16830	Drug Delivery System	Medical Device	subClassOf
1118	http://purl.obolibrary.org/obo/NCIT_C201491	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C137999	Anti-GD2 CAR T Cells Preparation	Chimeric Antigen Receptor T-cells	subClassOf
1119	http://purl.obolibrary.org/obo/NCIT_C201491	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C129826	Anti-GD2 CAR T Cells Preparation	Antineoplastic Immune Cell	subClassOf
1132	http://purl.obolibrary.org/obo/NCIT_C176327	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C16723	SARS-CoV-2 Antigen Measurement	Immunology Test	subClassOf
1133	http://purl.obolibrary.org/obo/NCIT_C176327	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C171532	SARS-CoV-2 Antigen Measurement	Severe Acute Respiratory Syndrome Coronavirus 2 Measurement	subClassOf
1138	http://purl.obolibrary.org/obo/NCIT_C72899	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/NCIT_C73111	New Drug Application	Application to Market New Drug, Biologic, or Antibiotic for Human Use	subClassOf
