	subject_id	predicate_id	object_id	subject	object	predicate
38	http://www.bioassayontology.org/bao#BAO_0002095	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000575	bioinformatics method	computational method	subClassOf
39	http://purl.obolibrary.org/obo/MMO_0000656	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000655	quantitative reverse transcription polymerase chain reaction assay	reverse transcription polymerase chain reaction assay	subClassOf
40	http://purl.obolibrary.org/obo/MMO_0000575	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002753	computational method	assay method component	subClassOf
41	http://purl.obolibrary.org/obo/MMO_0000496	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000448	histology	morphology assessment method	subClassOf
44	http://www.bioassayontology.org/bao#BAO_0000923	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	GeneBLAzer	assay kit	subClassOf
45	http://www.bioassayontology.org/bao#BAO_0000649	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000379	calcium redistribution assay	second messenger redistribution assay	subClassOf
46	http://www.bioassayontology.org/bao#BAO_0000649	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000819	calcium redistribution assay	ion redistribution assay	subClassOf
47	http://www.bioassayontology.org/bao#BAO_0002982	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	Cellomics Mitotic Index Kit	assay kit	subClassOf
48	http://www.bioassayontology.org/bao#BAO_0002983	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	Cellomics Multiparameter Cytotoxicity 1 Kit	assay kit	subClassOf
49	http://www.bioassayontology.org/bao#BAO_0002985	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	Cellomics Multiplexed p53 and p21 Detection Kit	assay kit	subClassOf
50	http://www.bioassayontology.org/bao#BAO_0002984	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	Cellomics Multiplexed NFκB and c-Jun Activation Kit	assay kit	subClassOf
51	http://purl.obolibrary.org/obo/OBI_0001146	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000441	binding assay	bioassay	subClassOf
52	http://www.bioassayontology.org/bao#BAO_0002986	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	Cellomics p38 MAPK Activation Kit	assay kit	subClassOf
53	http://www.bioassayontology.org/bao#BAO_0002981	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	Cellomics Cytoskeletal Rearrangement Kit	assay kit	subClassOf
54	http://www.bioassayontology.org/bao#BAO_0002980	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	Cellomics c-Jun Activation Kit	assay kit	subClassOf
70	http://purl.obolibrary.org/obo/CHMO_0000701	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0040031	liquid chromatography-tandem mass spectrometry	size separation method	subClassOf
72	http://www.bioassayontology.org/bao#BAO_0000873	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	Calcium 5 Assay Kit	assay kit	subClassOf
93	http://www.bioassayontology.org/bao#BAO_0002248	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000575	cheminformatics method	computational method	subClassOf
97	http://www.bioassayontology.org/bao#BAO_0002244	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0002567	sequence alignment by type	sequence alignment	subClassOf
98	http://www.bioassayontology.org/bao#BAO_0002241	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002240	ClustalW sequence alignment	Clustal sequence alignment	subClassOf
99	http://www.bioassayontology.org/bao#BAO_0002240	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002245	Clustal sequence alignment	multiple sequence alignment	subClassOf
100	http://www.bioassayontology.org/bao#BAO_0002240	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002239	Clustal sequence alignment	progressive system alignment	subClassOf
102	http://www.bioassayontology.org/bao#BAO_0002242	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002240	ClustalX sequence alignment	Clustal sequence alignment	subClassOf
104	http://www.bioassayontology.org/bao#BAO_0002778	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000441	cell permeability assay	bioassay	subClassOf
105	http://www.bioassayontology.org/bao#BAO_0002776	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0001146	radioligand binding assay	binding assay	subClassOf
106	http://www.bioassayontology.org/bao#BAO_0002779	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000441	protein unfolding assay	bioassay	subClassOf
116	http://www.bioassayontology.org/bao#BAO_0140038	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	LanthaScreen Tb-Ubiquitin Assay	assay kit	subClassOf
117	http://www.bioassayontology.org/bao#BAO_0140032	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	Sensolyte 520 HCV Protease Assay Kit (AnaSpec)	assay kit	subClassOf
118	http://www.bioassayontology.org/bao#BAO_0140034	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	FluoZin-2 AM fluorescent assay of zinc concentration	assay kit	subClassOf
119	http://www.bioassayontology.org/bao#BAO_0140031	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	CDP-Star alkaline phosphatase assay system	assay kit	subClassOf
120	http://www.bioassayontology.org/bao#BAO_0140035	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	Phospho-ERK1/2 (Thr202/Tyr204) Cellular Assay Kit (Cisbio)	assay kit	subClassOf
122	http://www.bioassayontology.org/bao#BAO_0140033	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	EnzyChrom Aspartate Transaminase Assay Kit (BioAssay Systems)	assay kit	subClassOf
123	http://www.bioassayontology.org/bao#BAO_0140037	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	insulin ELISA kit (Alpco)	assay kit	subClassOf
124	http://www.bioassayontology.org/bao#BAO_0140036	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	IMAP Assay of phosphoproteins (Molecular Devices)	assay kit	subClassOf
125	http://www.bioassayontology.org/bao#BAO_0140039	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	LanthaScreen Tb-Streptavidin Binding Assay	assay kit	subClassOf
137	http://www.bioassayontology.org/bao#BAO_0002155	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002198	silencing RNA delivery method	delivery method	subClassOf
157	http://www.bioassayontology.org/bao#BAO_0002306	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002305	linear QSAR	quantitative structure activity relationship analysis	subClassOf
159	http://www.bioassayontology.org/bao#BAO_0002309	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002305	non-linear QSAR	quantitative structure activity relationship analysis	subClassOf
160	http://www.bioassayontology.org/bao#BAO_0002305	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000575	quantitative structure activity relationship analysis	computational method	subClassOf
161	http://www.bioassayontology.org/bao#BAO_0002305	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002410	quantitative structure activity relationship analysis	structure activity relationship analysis	subClassOf
166	http://purl.obolibrary.org/obo/OBI_0001148	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002431	gene knock out	gene expression modulation method	subClassOf
171	http://www.bioassayontology.org/bao#BAO_0002440	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0002625	gene knockdown by morpholino treatment	gene knockdown	subClassOf
194	http://www.bioassayontology.org/bao#BAO_0002460	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002462	sulforhodamine B staining	colorimetric protein staining method	subClassOf
195	http://www.bioassayontology.org/bao#BAO_0002460	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002455	sulforhodamine B staining	colorimetric cell staining method	subClassOf
198	http://purl.obolibrary.org/obo/MMO_0000426	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002462	Bradford protein assay	colorimetric protein staining method	subClassOf
201	http://www.bioassayontology.org/bao#BAO_0002461	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002481	trypan blue cell staining	dye exclusion method	subClassOf
202	http://www.bioassayontology.org/bao#BAO_0002461	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002455	trypan blue cell staining	colorimetric cell staining method	subClassOf
206	http://purl.obolibrary.org/obo/OBI_0003369	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0003112	assay kit	assay bioassay component	subClassOf
211	http://www.bioassayontology.org/bao#BAO_0000245	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002155	transfection method	silencing RNA delivery method	subClassOf
212	http://www.bioassayontology.org/bao#BAO_0000245	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000241	transfection method	genetic modification method	subClassOf
213	http://www.bioassayontology.org/bao#BAO_0000247	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000245	transient transfection	transfection method	subClassOf
214	http://www.bioassayontology.org/bao#BAO_0000246	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000245	stable transfection	transfection method	subClassOf
219	http://www.bioassayontology.org/bao#BAO_0010060	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003583	MEMA cell growth assay	cell viability assay	subClassOf
220	http://www.bioassayontology.org/bao#BAO_0010060	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002991	MEMA cell growth assay	cell morphology assay	subClassOf
221	http://www.bioassayontology.org/bao#BAO_0010060	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002100	MEMA cell growth assay	cell growth assay	subClassOf
224	http://www.bioassayontology.org/bao#BAO_0010066	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0002958	SWATH-MS protein quantification assay	SWATH-MS protein profiling assay	subClassOf
228	http://www.bioassayontology.org/bao#BAO_0000003	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000060	fluorescence polarization	fluorescence detection	subClassOf
229	http://www.bioassayontology.org/bao#BAO_0000004	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000064	time resolved fluorescence resonance energy transfer	fluorescence resonance energy transfer	subClassOf
230	http://purl.obolibrary.org/obo/CHMO_0000064	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000060	fluorescence resonance energy transfer	fluorescence detection	subClassOf
231	http://www.bioassayontology.org/bao#BAO_0000002	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000064	homogeneous time resolved fluorescence	fluorescence resonance energy transfer	subClassOf
232	http://purl.obolibrary.org/obo/MMO_0000617	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000060	flow cytometry method	fluorescence detection	subClassOf
236	http://www.bioassayontology.org/bao#BAO_0003109	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	KINOMEscan kit	assay kit	subClassOf
240	http://www.bioassayontology.org/bao#BAO_0140040	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	PathHunter U2OS Keap1-NRF2 Nuclear Translocation Assay (DiscoverX)	assay kit	subClassOf
241	http://www.bioassayontology.org/bao#BAO_0140046	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	CellTiter-Fluor Cell Viability Assay Kit	assay kit	subClassOf
242	http://www.bioassayontology.org/bao#BAO_0140047	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	HEPATOPAC® co-culture kit	assay kit	subClassOf
243	http://www.bioassayontology.org/bao#BAO_0140041	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	qScript One-step Fast qRT-PCR kit (QuantaBioSciences)	assay kit	subClassOf
245	http://www.bioassayontology.org/bao#BAO_0140043	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	Ub-CHOP2-Reporter-Kit (LifeSensors Inc.)	assay kit	subClassOf
262	http://www.bioassayontology.org/bao#BAO_0010081	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0010080	TRUPath	Heterotrimeric G-protein dissassociation assay	subClassOf
263	http://www.bioassayontology.org/bao#BAO_0010081	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0010077	TRUPath	GPCR Signaling	subClassOf
264	http://www.bioassayontology.org/bao#BAO_0010081	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002990	TRUPath	protein-protein interaction assay	subClassOf
269	http://www.bioassayontology.org/bao#BAO_0010082	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000441	drug absorption assay	bioassay	subClassOf
275	http://www.bioassayontology.org/bao#BAO_0000573	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002198	perturbagen delivery method	delivery method	subClassOf
280	http://www.bioassayontology.org/bao#BAO_0002198	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002429	delivery method	assay supporting method	subClassOf
282	http://www.bioassayontology.org/bao#BAO_0002196	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000441	localization assay	bioassay	subClassOf
307	http://www.bioassayontology.org/bao#BAO_0010157	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002188	enzyme inhibition assay	drug interaction assay	subClassOf
314	http://purl.obolibrary.org/obo/CHMO_0000120	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000102	scanning near-field optical microscopy	optical microscopy	subClassOf
315	http://purl.obolibrary.org/obo/CHMO_0000120	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000102	scanning near-field optical microscopy	light microscopy assay	subClassOf
317	http://www.bioassayontology.org/bao#BAO_0002513	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000102	vibrational spectroscopic imaging	optical microscopy	subClassOf
318	http://www.bioassayontology.org/bao#BAO_0002513	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000102	vibrational spectroscopic imaging	light microscopy assay	subClassOf
319	http://www.bioassayontology.org/bao#BAO_0002515	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002513	Raman imaging	vibrational spectroscopic imaging	subClassOf
320	http://www.bioassayontology.org/bao#BAO_0002516	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002513	infrared imaging	vibrational spectroscopic imaging	subClassOf
321	http://purl.obolibrary.org/obo/CHMO_0002177	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000102	dark-field microscopy	optical microscopy	subClassOf
322	http://purl.obolibrary.org/obo/CHMO_0002177	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000102	dark-field microscopy	light microscopy assay	subClassOf
323	http://purl.obolibrary.org/obo/CHMO_0000107	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000102	differential interference contrast microscopy	optical microscopy	subClassOf
324	http://purl.obolibrary.org/obo/CHMO_0000107	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000102	differential interference contrast microscopy	light microscopy assay	subClassOf
329	http://www.bioassayontology.org/bao#BAO_0000689	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	ATPLite Luminescence Assay System	assay kit	subClassOf
332	http://www.bioassayontology.org/bao#BAO_0000686	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	britelite plus	assay kit	subClassOf
337	http://www.bioassayontology.org/bao#BAO_0002907	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0002196	allosteric activation	activation	subClassOf
338	http://purl.obolibrary.org/obo/OBI_0002964	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0001146	KiNativ assay	binding assay	subClassOf
339	http://www.bioassayontology.org/bao#BAO_0002906	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0002196	partial activation	activation	subClassOf
340	http://www.bioassayontology.org/bao#BAO_0010223	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000441	pharmacometrics	bioassay	subClassOf
344	http://www.bioassayontology.org/bao#BAO_0010226	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000441	other pharmacokinetic studies	bioassay	subClassOf
346	http://www.bioassayontology.org/bao#BAO_0010225	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000441	method development and validation	bioassay	subClassOf
350	http://www.bioassayontology.org/bao#BAO_0040023	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0040021	in vivo PK/PD/Tox method	in vivo assay method	subClassOf
352	http://www.bioassayontology.org/bao#BAO_0040021	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002202	in vivo assay method	assay design method	subClassOf
359	http://www.bioassayontology.org/bao#BAO_0040022	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0040021	in vivo efficacy method	in vivo assay method	subClassOf
360	http://www.bioassayontology.org/bao#BAO_0002732	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	Phospho(Thr180/Tyr182)/Total p38 Assay Whole Cell Lysate Kit	assay kit	subClassOf
376	http://www.bioassayontology.org/bao#BAO_0002420	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000075	fluorescence-linked immunosorbent assay	enzyme linked immunosorbent assay	subClassOf
377	http://purl.obolibrary.org/obo/MMO_0000073	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000466	radioimmunoassay	ex situ immunoassay	subClassOf
380	http://www.bioassayontology.org/bao#BAO_0002421	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000075	sandwich ELISA	enzyme linked immunosorbent assay	subClassOf
386	http://www.bioassayontology.org/bao#BAO_0000948	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	IP-One HTRF Assay	assay kit	subClassOf
387	http://www.bioassayontology.org/bao#BAO_0000940	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	HTScan IKK-beta Kinase Assay Kit	assay kit	subClassOf
388	http://www.bioassayontology.org/bao#BAO_0000942	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	HTScan PKC-theta Kinase Assay Kit	assay kit	subClassOf
389	http://www.bioassayontology.org/bao#BAO_0000941	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	HTScan PKC-beta Kinase Assay Kit	assay kit	subClassOf
393	http://purl.obolibrary.org/obo/CHMO_0000094	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000087	total internal reflection fluorescence microscopy	fluorescence microscopy	subClassOf
394	http://purl.obolibrary.org/obo/CHMO_0000094	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000087	total internal reflection fluorescence microscopy	fluorescence microscopy assay	subClassOf
407	http://purl.obolibrary.org/obo/CHMO_0002536	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002413	volumetric titration	titration method	subClassOf
409	http://www.bioassayontology.org/bao#BAO_0002450	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002445	nucleic acid amplification method	genotyping method	subClassOf
410	http://www.bioassayontology.org/bao#BAO_0002450	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0003034	nucleic acid amplification method	nucleic acid identification and quantitation method	subClassOf
419	http://www.bioassayontology.org/bao#BAO_0010072	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000441	parallel artificial membrane permeability assay	bioassay	subClassOf
421	http://www.bioassayontology.org/bao#BAO_0010079	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0003369	PRESTO-TANGO	assay kit	subClassOf
426	http://purl.obolibrary.org/obo/CHMO_0000104	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000102	bright-field microscopy	optical microscopy	subClassOf
427	http://purl.obolibrary.org/obo/CHMO_0000104	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000102	bright-field microscopy	light microscopy assay	subClassOf
428	http://purl.obolibrary.org/obo/CHMO_0001077	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000427	quartz crystal microbalance	label free method	subClassOf
429	http://purl.obolibrary.org/obo/CHMO_0000110	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000102	phase contrast microscopy	optical microscopy	subClassOf
430	http://purl.obolibrary.org/obo/CHMO_0000110	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000102	phase contrast microscopy	light microscopy assay	subClassOf
431	http://purl.obolibrary.org/obo/CHMO_0000112	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000067	scanning probe microscopy	microscopy	subClassOf
432	http://purl.obolibrary.org/obo/CHMO_0000102	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000067	optical microscopy	microscopy	subClassOf
433	http://purl.obolibrary.org/obo/CHMO_0000102	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000067	light microscopy assay	microscopy	subClassOf
