	subject_id	predicate_id	object_id	subject	object	predicate	value
880	http://purl.obolibrary.org/obo/MMO_0000098	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000123	immunoassay	binding assessment method	subClassOf	1
882	http://www.bioassayontology.org/bao#BAO_0000128	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000448	in situ immunoassay	morphology assessment method	subClassOf	1
883	http://www.bioassayontology.org/bao#BAO_0000128	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000098	in situ immunoassay	immunoassay	subClassOf	1
914	http://www.bioassayontology.org/bao#BAO_0002373	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002372	molecular docking	structure based virtual screening	subClassOf	1
1002	http://purl.obolibrary.org/obo/OBI_0200041	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002341	k-means clustering	statistical classification method	subClassOf	1
1014	http://www.bioassayontology.org/bao#BAO_0010052	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0003005	ELISA protein state assay	phosphorylation assay	subClassOf	1
1015	http://www.bioassayontology.org/bao#BAO_0010052	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0010026	ELISA protein state assay	protein profiling assay	subClassOf	1
1018	http://purl.obolibrary.org/obo/MMO_0000534	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000035	mass spectrometry	physical detection method	subClassOf	1
1032	http://purl.obolibrary.org/obo/OBI_0002963	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0001146	KINOMEscan assay	binding assay	subClassOf	1
1042	http://www.bioassayontology.org/bao#BAO_0010108	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0010106	simulated intestinal fluid stability assay	intestinal fluid stability assay	subClassOf	1
1043	http://www.bioassayontology.org/bao#BAO_0010108	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0010243	simulated intestinal fluid stability assay	chemical stability assay	subClassOf	1
1049	http://www.bioassayontology.org/bao#BAO_0010104	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0010103	simulated gastric fluid stability assay	gastric fluid stability assay	subClassOf	1
1050	http://www.bioassayontology.org/bao#BAO_0010104	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0010243	simulated gastric fluid stability assay	chemical stability assay	subClassOf	1
1052	http://purl.obolibrary.org/obo/CHMO_0002196	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000084	activation	ligand function mode of action	subClassOf	1
1063	http://www.bioassayontology.org/bao#BAO_0002212	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002095	computational structure analysis	bioinformatics method	subClassOf	1
1064	http://www.bioassayontology.org/bao#BAO_0002212	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002026	computational structure analysis	structure analysis method	subClassOf	1
1084	http://purl.obolibrary.org/obo/MMO_0000498	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000128	immunohistochemistry	in situ immunoassay	subClassOf	1
1085	http://purl.obolibrary.org/obo/OBI_0002174	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000128	immunocytochemistry	in situ immunoassay	subClassOf	1
1102	http://purl.obolibrary.org/obo/MMO_0000075	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000466	enzyme linked immunosorbent assay	ex situ immunoassay	subClassOf	1
1113	http://www.bioassayontology.org/bao#BAO_0000545	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002155	recombinant virus transduction method	silencing RNA delivery method	subClassOf	1
1114	http://www.bioassayontology.org/bao#BAO_0000545	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000244	recombinant virus transduction method	viral transduction method	subClassOf	1
1125	http://purl.obolibrary.org/obo/CHMO_0002373	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000677	surface-enhanced non-resonance Raman spectroscopy	surface-enhanced Raman spectroscopy	subClassOf	1
1126	http://purl.obolibrary.org/obo/CHMO_0002373	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000668	surface-enhanced non-resonance Raman spectroscopy	resonance Raman spectroscopy	subClassOf	1
1127	http://purl.obolibrary.org/obo/CHMO_0002373	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0001986	surface-enhanced non-resonance Raman spectroscopy	non-resonance Raman spectroscopy	subClassOf	1
1162	http://purl.obolibrary.org/obo/MMO_0000534	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000228	mass spectrometry	spectroscopy	subClassOf	1
1173	http://purl.obolibrary.org/obo/CHMO_0001675	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000094	labelling	material processing	subClassOf	1
1177	http://purl.obolibrary.org/obo/CHMO_0002472	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0002471	dark-field scanning transmission electron microscopy	dark-field transmission electron microscopy	subClassOf	1
1178	http://purl.obolibrary.org/obo/CHMO_0002472	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000086	dark-field scanning transmission electron microscopy	scanning transmission electron microscopy	subClassOf	1
1188	http://purl.obolibrary.org/obo/CHMO_0000287	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000060	fluorescence spectroscopy	fluorescence detection	subClassOf	1
1189	http://purl.obolibrary.org/obo/CHMO_0000287	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0002415	fluorescence spectroscopy	luminescence spectroscopy	subClassOf	1
1197	http://purl.obolibrary.org/obo/CHMO_0001296	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0001295	23Na solid-state nuclear magnetic resonance spectroscopy	23Na nuclear magnetic resonance spectroscopy	subClassOf	1
1198	http://purl.obolibrary.org/obo/CHMO_0001296	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000614	23Na solid-state nuclear magnetic resonance spectroscopy	solid-state nuclear magnetic resonance spectroscopy	subClassOf	1
1199	http://purl.obolibrary.org/obo/CHMO_0001297	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0001296	23Na magic angle spinning nuclear magnetic resonance spectroscopy	23Na solid-state nuclear magnetic resonance spectroscopy	subClassOf	1
1200	http://purl.obolibrary.org/obo/CHMO_0001297	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000615	23Na magic angle spinning nuclear magnetic resonance spectroscopy	magic angle spinning nuclear magnetic resonance spectroscopy	subClassOf	1
1234	http://purl.obolibrary.org/obo/CHMO_0001640	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0002231	filtration	purification	subClassOf	1
1267	http://purl.obolibrary.org/obo/CHMO_0000670	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000677	surface-enhanced resonance Raman spectroscopy	surface-enhanced Raman spectroscopy	subClassOf	1
1268	http://purl.obolibrary.org/obo/CHMO_0000670	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000668	surface-enhanced resonance Raman spectroscopy	resonance Raman spectroscopy	subClassOf	1
