	subject_id	predicate_id	object_id	subject	object	predicate
429	http://purl.obolibrary.org/obo/CHMO_0000110	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000102	phase contrast microscopy	optical microscopy	subClassOf
432	http://purl.obolibrary.org/obo/CHMO_0000102	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000067	optical microscopy	microscopy	subClassOf
435	http://purl.obolibrary.org/obo/MMO_0000685	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000102	confocal microscopy	optical microscopy	subClassOf
439	http://purl.obolibrary.org/obo/CHMO_0000087	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000102	fluorescence microscopy	optical microscopy	subClassOf
455	http://www.bioassayontology.org/bao#BAO_0002286	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002284	CHARMM force field simulation	classical force field simulation	subClassOf
456	http://www.bioassayontology.org/bao#BAO_0002286	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002398	CHARMM force field simulation	force field based scoring function	subClassOf
498	http://purl.obolibrary.org/obo/OBI_0001149	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002431	gene knock in	gene expression modulation method	subClassOf
499	http://purl.obolibrary.org/obo/OBI_0002625	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002431	gene knockdown	gene expression modulation method	subClassOf
502	http://purl.obolibrary.org/obo/MMO_0000660	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002447	serial analysis of gene expression assay	nucleic acid sequencing method	subClassOf
522	http://purl.obolibrary.org/obo/CHMO_0000999	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002429	separation method	assay supporting method	subClassOf
529	http://purl.obolibrary.org/obo/MMO_0000682	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002502	immunoprecipitation	antibody-based separation method	subClassOf
542	http://purl.obolibrary.org/obo/OBI_0000716	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0010032	ChIP-seq assay	targeted epigenetic assay	subClassOf
548	http://purl.obolibrary.org/obo/OBI_0000748	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0010036	bisulfite sequencing assay	epigenetic profiling assay	subClassOf
559	http://purl.obolibrary.org/obo/MMO_0000459	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002450	polymerase chain reaction assay	nucleic acid amplification method	subClassOf
560	http://purl.obolibrary.org/obo/MMO_0000655	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000459	reverse transcription polymerase chain reaction assay	polymerase chain reaction assay	subClassOf
562	http://www.bioassayontology.org/bao#BAO_0002188	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000441	drug interaction assay	bioassay	subClassOf
563	http://www.bioassayontology.org/bao#BAO_0002188	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002533	drug interaction assay	safety pharmacology assay	subClassOf
580	http://www.bioassayontology.org/bao#BAO_0010253	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000503	T-cell activation assay	cell proliferation assay	subClassOf
583	http://purl.obolibrary.org/obo/MMO_0000642	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000441	protein expression assay	bioassay	subClassOf
603	http://www.bioassayontology.org/bao#BAO_0002235	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002245	DIALIGN sequence alignment	multiple sequence alignment	subClassOf
604	http://www.bioassayontology.org/bao#BAO_0002235	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002233	DIALIGN sequence alignment	global sequence alignment	subClassOf
608	http://purl.obolibrary.org/obo/OBI_0002567	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002095	sequence alignment	bioinformatics method	subClassOf
674	http://purl.obolibrary.org/obo/OBI_0001985	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002995	microarray assay	transcriptional profiling assay	subClassOf
679	http://purl.obolibrary.org/obo/MMO_0000441	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0003112	bioassay	assay bioassay component	subClassOf
689	http://purl.obolibrary.org/obo/OBI_0500016	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002336	fractional factorial design	experimental design method	subClassOf
699	http://purl.obolibrary.org/obo/OBI_0200080	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002353	network analysis	pathway analysis by method	subClassOf
706	http://purl.obolibrary.org/obo/CHMO_0000683	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000427	isothermal titration calorimetry	label free method	subClassOf
722	http://purl.obolibrary.org/obo/MMO_0000759	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000657	autoradiography	radiometry method	subClassOf
724	http://purl.obolibrary.org/obo/CHMO_0000067	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000452	microscopy	imaging method	subClassOf
725	http://purl.obolibrary.org/obo/MMO_0000127	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000452	tomography	imaging method	subClassOf
729	http://www.bioassayontology.org/bao#BAO_0002228	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002216	structure alignment	3D structure prediction	subClassOf
752	http://purl.obolibrary.org/obo/CHMO_0000068	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000067	electron microscopy	microscopy	subClassOf
754	http://www.bioassayontology.org/bao#BAO_0010023	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000512	chip	assay footprint	subClassOf
757	http://purl.obolibrary.org/obo/OBI_0002958	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0010026	SWATH-MS protein profiling assay	protein profiling assay	subClassOf
787	http://www.bioassayontology.org/bao#BAO_0002261	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002260	2D structure similarity search	structure similarity search	subClassOf
788	http://www.bioassayontology.org/bao#BAO_0002261	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002371	2D structure similarity search	scaffold hopping	subClassOf
793	http://www.bioassayontology.org/bao#BAO_0002264	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002260	3D structure similarity search	structure similarity search	subClassOf
794	http://www.bioassayontology.org/bao#BAO_0002264	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002371	3D structure similarity search	scaffold hopping	subClassOf
797	http://www.bioassayontology.org/bao#BAO_0002076	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000356	extraction from natural source	protein preparation method	subClassOf
798	http://www.bioassayontology.org/bao#BAO_0002076	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0003029	extraction from natural source	small molecule preparation method	subClassOf
799	http://www.bioassayontology.org/bao#BAO_0002079	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000164	ATP quantitation using luciferase	ATP quantitation	subClassOf
800	http://www.bioassayontology.org/bao#BAO_0002079	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002202	ATP quantitation using luciferase	assay design method	subClassOf
802	http://www.bioassayontology.org/bao#BAO_0002077	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000356	synthesis by a chemical process	protein preparation method	subClassOf
803	http://www.bioassayontology.org/bao#BAO_0002077	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0003029	synthesis by a chemical process	small molecule preparation method	subClassOf
810	http://www.bioassayontology.org/bao#BAO_0002997	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000441	ion channel assay	bioassay	subClassOf
811	http://www.bioassayontology.org/bao#BAO_0002997	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002996	ion channel assay	membrane potential assay	subClassOf
843	http://purl.obolibrary.org/obo/MMO_0000503	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000441	cell proliferation assay	bioassay	subClassOf
862	http://purl.obolibrary.org/obo/CHMO_0002535	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002413	Karl–Fischer titration	titration method	subClassOf
863	http://purl.obolibrary.org/obo/MMO_0000458	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000075	enzyme-linked immunosorbent spot assay	enzyme linked immunosorbent assay	subClassOf
877	http://purl.obolibrary.org/obo/MMO_0000098	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000126	immunoassay	molecular redistribution determination method	subClassOf
878	http://purl.obolibrary.org/obo/MMO_0000098	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000123	immunoassay	binding assessment method	subClassOf
880	http://www.bioassayontology.org/bao#BAO_0000128	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000448	in situ immunoassay	morphology assessment method	subClassOf
881	http://www.bioassayontology.org/bao#BAO_0000128	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/MMO_0000098	in situ immunoassay	immunoassay	subClassOf
912	http://www.bioassayontology.org/bao#BAO_0002373	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002372	molecular docking	structure based virtual screening	subClassOf
927	http://purl.obolibrary.org/obo/CHMO_0000060	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000035	fluorescence detection	physical detection method	subClassOf
1000	http://purl.obolibrary.org/obo/OBI_0200041	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002341	k-means clustering	statistical classification method	subClassOf
1012	http://www.bioassayontology.org/bao#BAO_0010052	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0003005	ELISA protein state assay	phosphorylation assay	subClassOf
1013	http://www.bioassayontology.org/bao#BAO_0010052	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0010026	ELISA protein state assay	protein profiling assay	subClassOf
1016	http://purl.obolibrary.org/obo/MMO_0000534	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000035	mass spectrometry	physical detection method	subClassOf
1030	http://purl.obolibrary.org/obo/OBI_0002963	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0001146	KINOMEscan assay	binding assay	subClassOf
1040	http://www.bioassayontology.org/bao#BAO_0010108	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0010106	simulated intestinal fluid stability assay	intestinal fluid stability assay	subClassOf
1041	http://www.bioassayontology.org/bao#BAO_0010108	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0010243	simulated intestinal fluid stability assay	chemical stability assay	subClassOf
1047	http://www.bioassayontology.org/bao#BAO_0010104	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0010103	simulated gastric fluid stability assay	gastric fluid stability assay	subClassOf
1048	http://www.bioassayontology.org/bao#BAO_0010104	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0010243	simulated gastric fluid stability assay	chemical stability assay	subClassOf
1050	http://purl.obolibrary.org/obo/CHMO_0002196	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000084	activation	ligand function mode of action	subClassOf
1061	http://www.bioassayontology.org/bao#BAO_0002212	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002095	computational structure analysis	bioinformatics method	subClassOf
1062	http://www.bioassayontology.org/bao#BAO_0002212	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002026	computational structure analysis	structure analysis method	subClassOf
1082	http://purl.obolibrary.org/obo/MMO_0000498	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000128	immunohistochemistry	in situ immunoassay	subClassOf
1083	http://purl.obolibrary.org/obo/OBI_0002174	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000128	immunocytochemistry	in situ immunoassay	subClassOf
1100	http://purl.obolibrary.org/obo/MMO_0000075	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000466	enzyme linked immunosorbent assay	ex situ immunoassay	subClassOf
1111	http://www.bioassayontology.org/bao#BAO_0000545	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0002155	recombinant virus transduction method	silencing RNA delivery method	subClassOf
1112	http://www.bioassayontology.org/bao#BAO_0000545	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://www.bioassayontology.org/bao#BAO_0000244	recombinant virus transduction method	viral transduction method	subClassOf
1123	http://purl.obolibrary.org/obo/CHMO_0002373	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000677	surface-enhanced non-resonance Raman spectroscopy	surface-enhanced Raman spectroscopy	subClassOf
1124	http://purl.obolibrary.org/obo/CHMO_0002373	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000668	surface-enhanced non-resonance Raman spectroscopy	resonance Raman spectroscopy	subClassOf
1125	http://purl.obolibrary.org/obo/CHMO_0002373	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0001986	surface-enhanced non-resonance Raman spectroscopy	non-resonance Raman spectroscopy	subClassOf
1160	http://purl.obolibrary.org/obo/MMO_0000534	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000228	mass spectrometry	spectroscopy	subClassOf
1171	http://purl.obolibrary.org/obo/CHMO_0001675	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/OBI_0000094	labelling	material processing	subClassOf
1175	http://purl.obolibrary.org/obo/CHMO_0002472	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0002471	dark-field scanning transmission electron microscopy	dark-field transmission electron microscopy	subClassOf
1176	http://purl.obolibrary.org/obo/CHMO_0002472	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000086	dark-field scanning transmission electron microscopy	scanning transmission electron microscopy	subClassOf
1186	http://purl.obolibrary.org/obo/CHMO_0000287	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000060	fluorescence spectroscopy	fluorescence detection	subClassOf
1187	http://purl.obolibrary.org/obo/CHMO_0000287	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0002415	fluorescence spectroscopy	luminescence spectroscopy	subClassOf
1195	http://purl.obolibrary.org/obo/CHMO_0001296	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0001295	23Na solid-state nuclear magnetic resonance spectroscopy	23Na nuclear magnetic resonance spectroscopy	subClassOf
1196	http://purl.obolibrary.org/obo/CHMO_0001296	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000614	23Na solid-state nuclear magnetic resonance spectroscopy	solid-state nuclear magnetic resonance spectroscopy	subClassOf
1197	http://purl.obolibrary.org/obo/CHMO_0001297	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0001296	23Na magic angle spinning nuclear magnetic resonance spectroscopy	23Na solid-state nuclear magnetic resonance spectroscopy	subClassOf
1198	http://purl.obolibrary.org/obo/CHMO_0001297	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000615	23Na magic angle spinning nuclear magnetic resonance spectroscopy	magic angle spinning nuclear magnetic resonance spectroscopy	subClassOf
1232	http://purl.obolibrary.org/obo/CHMO_0001640	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0002231	filtration	purification	subClassOf
1265	http://purl.obolibrary.org/obo/CHMO_0000670	http://www.w3.org/2000/01/rdf-schema#subClassOf	http://purl.obolibrary.org/obo/CHMO_0000677	surface-enhanced resonance Raman spectroscopy	surface-enhanced Raman spectroscopy	subClassOf
